question,answer
What happens once I use my $200 free credit or I’m at the end of 30 days?,"We’ll notify you so you can decide if you want to move to pay-as-you-go pricing, enabling you to purchase Azure services beyond free amounts. If you do, you’ll keep getting access to all the free services. If you don’t, your account and services will be disabled. To resume usage, you'll need to move to pay as you go."
