question,answer
How do I ensure that I won’t be charged?,"We’ll never charge you unless you decide to move to pay-as-you-go pricing. If you move to pay as you go, you’ll only be charged for services that you use above the free monthly amounts. You can check your usage of free services in the Azure portal."
